SERIAL,DEPARTMENTID,HALLSTATUS,DISTRICT,THANA,SEX,PLACEOFBIRTH,STARTINGACADEMICYEAR2,ADMISSIONDATE,COURSENUMBER,LETTERGRADE,CLASSATTENDENCEMARKS,CLASSTESTMARKS,PARTAMARKS,PARTBMARKS,TOTALNUMBER,LEVELNAME,TERMNAME,GPA,CGPA,TERMCOUNT,CRHREARNED,TOTCRHRCOMPLETED
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 141,D,8,14,32,25,79,1,1,3,3,1,19,19
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 151,C+,8,12,43,45,108,1,1,3,3,1,19,19
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,HUM 211,B,8,25,55,36,124,1,1,3,3,1,19,19
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,MATH 111,A-,10,18,53,67,148,1,1,3,3,1,19,19
"14,860",Arch,Resident,Bagerhat,Morrelganj,M,Bagerhat,,03/27/2012 00:00:00,PHY 115,A,21,48,80,77,226,1,1,3,3,1,19,19
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 102,A-,,,,,329,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 112,A-,,,,,216,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 141,F,00,16,21,22,59,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 151,F,14,00,12,34,60,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,ARCH 177,,,,,,,1,2,,,2,,
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,HUM 211,D,8,19,31,24,82,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,MATH 111,D,8,11,8,55,82,1,1,3,3,1,15,15
"14,861",Arch,Resident,Comilla,Kotwali,M,Comilla,,03/27/2012 00:00:00,PHY 115,D,18,23,55,24,120,1,1,3,3,1,15,15
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 102,B+,,,,,306,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 112,A-,,,,,210,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 141,C+,16,27,34,28,105,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 151,C+,14,12,35,44,105,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,HUM 211,B,00,24,56,39,119,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,MATH 111,A-,00,14,61,67,142,1,1,3,3,1,19,19
"14,862",Arch,Attached,Sirajganj,Belkuchi,M,Sirajganj,,03/27/2012 00:00:00,PHY 115,C,12,19,69,39,139,1,1,3,3,1,19,19
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 102,B+,,,,,302,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 112,B+,,,,,198,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 141,F,10,15,12,16,53,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 151,B-,14,8,46,42,110,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,HUM 211,C,00,29,32,34,95,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,MATH 111,A-,8,35,38,59,140,1,1,3,3,1,17,17
"14,863",Arch,Attached,Tangail,Gopalpur,F,Tangail,,03/27/2012 00:00:00,PHY 115,C,15,24,75,23,137,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 102,B,,,,,279,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 112,B-,,,,,165,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 141,D,18,30,29,2,79,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 151,B,18,24,39,45,126,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,ARCH 177,,,,,,,1,2,,,2,,
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,HUM 211,F,00,8,18,44,70,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,MATH 111,D,8,7,41,29,85,1,1,3,3,1,17,17
"14,864",Arch,Attached,Dhaka,Kotwali,M,Dhaka,,03/27/2012 00:00:00,PHY 115,D,27,29,43,21,120,1,1,3,3,1,17,17
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 102,B+,,,,,293,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 112,B-,,,,,171,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 141,D,00,14,33,32,79,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 151,B,8,28,39,48,123,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,HUM 211,A-,00,21,57,62,140,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,MATH 111,A-,00,13,63,67,143,1,1,3,3,1,19,19
"14,865",Arch,Attached,Kushtia,Kustia hq,M,Kushtia,,03/27/2012 00:00:00,PHY 115,B-,15,24,73,54,166,1,1,3,3,1,19,19
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 102,B-,,,,,248,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 112,A-,,,,,213,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 141,F,10,18,29,4,61,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 151,F,00,00,20,51,71,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,ARCH 177,,,,,,,1,2,,,2,,
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,HUM 211,D,00,14,30,35,79,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,MATH 111,B-,00,12,39,63,114,1,1,3,3,1,12,12
"14,866",Arch,Attached,Dinajpur,Birampur,M,Dinajpur,,03/27/2012 00:00:00,PHY 115,F,12,18,18,25,73,1,1,3,3,1,12,12
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 102,A,,,,,351,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 112,A+,,,,,240,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 141,C+,8,18,36,38,100,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 151,C,10,00,33,49,92,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,HUM 211,A-,00,33,53,55,141,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,MATH 111,A-,00,14,58,67,139,1,1,3,3,1,19,19
"14,867",Arch,Attached,Feni,Porsuram,M,Feni,,03/27/2012 00:00:00,PHY 115,B,12,15,84,68,179,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 102,B,,,,,270,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 112,B,,,,,183,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 141,C,8,22,34,30,94,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 151,C+,20,10,29,48,107,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,HUM 211,B,00,30,40,50,120,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,MATH 111,C+,00,25,42,41,108,1,1,3,3,1,19,19
"14,868",Arch,Attached,Nilphamari,Domar,F,Nilphamari,,03/27/2012 00:00:00,PHY 115,B+,12,38,86,64,200,1,1,3,3,1,19,19
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,CHEM 114,B+,,,,,100,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,CHEM 117,B+,30,43,62,60,195,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,HUM 111,B-,16,28,36,32,112,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,MATH 181,C+,21,27,51,58,157,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,ME 160,D,,,,,63,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,NAME 117,F,27,25,17,24,93,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,PHY 113,C+,21,38,49,49,157,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,SHOP 186,A+,,,,,60,1,1,3,3,1,16,16
"14,869",NAME,Attached,Jhalakati,Nolcity,M,Jhalakati,,03/27/2012 00:00:00,SHOP 188,B,,,,,93,1,1,3,3,1,16,16
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 102,A-,,,,,315,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 104,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 112,B-,,,,,165,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 114,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 124,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 133,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 141,D,8,12,39,20,79,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 143,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 147,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 151,D,10,14,16,41,81,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 163,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,ARCH 173,,,,,,,1,2,,,2,,
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,HUM 211,B+,00,32,58,39,129,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,MATH 111,C+,00,2,47,55,104,1,1,3,3,1,19,19
"14,870",Arch,Resident,Chittagong,Kotowali,M,Chittagong,,03/27/2012 00:00:00,PHY 115,C+,15,20,75,41,151,1,1,3,3,1,19,19
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,CHEM 109,C,27,34,23,59,143,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,CHEM 114,A-,,,,,107,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,CHEM 141,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,EEE 159,A+,30,55,97,59,241,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,EEE 160,A+,,,,,62,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,HUM 101,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MATH 161,A-,40,69,95,78,282,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MATH 163,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,ME 160,A,,,,,116,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,ME 161,C+,30,51,67,11,159,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,ME 171,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,ME 172,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 102,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 105,B-,30,40,68,33,171,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 159,,,,,,,1,2,,,2,,
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,SHOP 160,A,,,,,58,1,1,3,3,1,21,21
"14,871",ME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,SHOP 170,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,CHEM 109,B-,30,40,40,54,164,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,CHEM 114,A,,,,,112,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,CHEM 141,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,EEE 159,A-,27,45,92,52,216,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,EEE 160,A,,,,,57,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,HUM 103,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,MATH 161,C+,40,58,65,49,212,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,MATH 163,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,ME 160,B,,,,,90,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,ME 161,B+,30,46,63,69,208,1,1,3,3,1,21,21
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,ME 171,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,ME 172,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,PHY 102,,,,,,,1,2,,,2,,
"14,872",ME,Attached,Munshiganj,Munshigonj hq,M,Munshiganj,,03/27/2012 00:00:00,PHY 105,B+,30,46,76,53,205,1,1,3,3,1,21,21
